word_id	word	postag	lemma	gold_head	gold_label	pred_head	pred_label
16	puMsaH	g. sg. m.	puMsaH	17	rartisambanxah	17	rartisambanxah
17	<_UNK>	nom. sg. m.	<_UNK>	19	karwa	19	karwa
18	BUzaRam	nom. sg. n.	BUzaRam	19	karwqsamanaxikaranam	19	karwqsamanaxikaranam
19	Bavati	pr. [1] ac. sg. 3	Bavati	0	root	0	root

1	atra	conj.	atra	6	axikaranam	21	axikaranam
2	mADavAH	nom. pl. m.	mADavAH	6	karwa	3	rartisambanxah
3	vikacavArijaambU	acc. du. m.	vikacavArijaambU	4	viseranam	4	viseranam
4	tawO	acc. du. m.	tawO	6	karma	9	samucciwam
5	aBitaH	conj.	aBitaH	4	upapaxasambanxah	12	sambanxah
6	daDadBiH	inst. pl. m.	daDadBiH	21	bavalakranasapwami_samanakalah	9	samucciwam
7	nadEH	inst. pl. m.	nadEH	10	viseranam	9	samucciwam
8	vinoditadinaklamAH	nom. pl. m.	vinoditadinaklamAH	11	viseranam	9	samucciwam
9	ca	conj.	ca	21	sambanxah	21	karwa
10	jAmbUnadEH	inst. pl. m.	jAmbUnadEH	21	karanam	16	karanam
11	kftarucaH	nom. sg. m.	kftarucaH	21	karwa	13	viseranam
12	santaH	nom. sg. m.	santaH	11	viseranam	13	viseranam
13	sarasaM	acc. sg. n.	sarasaM	15	viseranam	16	karma
14	kAdambaraM	acc. sg. n.	kAdambaraM	15	viseranam	15	viseranam
15	maDu	acc. sg. n.	maDu	16	karma	16	karma
16	nizevya	abs.	nizevya	21	purvakalah	21	purvakalah
17	rataye	dat. sg. m.	rataye	21	waxarwyam	19	axikaranam
18	rahaH	nom. sg. n.	rahaH	21	viseranam	21	viseranam
19	priyatamaaNgakAt	abl. sg. n.	priyatamaaNgakAt	21	apaxanam	20	viseranam
20	ambaraM	acc. sg. n.	ambaraM	21	karma	21	karma
21	haranti	pr. ac. pl. 3	haranti	0	root	0	root

1	aTa	conj.	aTa	16	sambanxah	20	samucciwam
2	aravindanABeH	g. sg. m.	aravindanABeH	3	rartisambanxah	3	viseranam
3	aNgAt	abl. sg. n.	aNgAt	6	apaxanam	6	karwa
4	prajAH	nom. pl. f.	prajAH	6	karwa	5	prawiyogi
5	iva	conj.	iva	6	sambanxah	8	anuyogi
6	nirIyuH	pft. ac. pl. 3	nirIyuH	20	samucciwam	7	viseranam
7	SamBoH	g. sg. m.	SamBoH	8	rartisambanxah	8	rartisambanxah
8	jawAjUwAt	abl. sg. m.	jawAjUwAt	11	apaxanam	11	apaxanam
9	ApaH	nom. sg. n.	ApaH	11	karwa	10	prawiyogi
10	iva	conj.	iva	11	sambanxah	8	anuyogi
11	nirIyuH	pft. ac. pl. 3	nirIyuH	20	samucciwam	20	samucciwam
12	viDAtuH	g. sg. m.	viDAtuH	13	rartisambanxah	16	karwa
13	muKAt	abl. sg. n.	muKAt	16	apaxanam	14	viseranam
14	SrutayaH	nom. pl. f.	SrutayaH	16	karwa	15	prawiyogi
15	iva	conj.	iva	16	sambanxah	8	anuyogi
16	nirIyuH	pft. ac. pl. 3	nirIyuH	20	samucciwam	20	samucciwam
17	murajidDvajinyaH	nom. pl. f.	murajidDvajinyaH	19	karwa	19	karwa
18	purAt	abl. sg. n.	purAt	19	apaxanam	19	apaxanam
19	nirIyuH	pft. ac. pl. 3	nirIyuH	20	samucciwam	20	samucciwam
20	ca	conj.	ca	0	root	0	root

1	yaH	nom. sg. m.	yaH	4	sambanxah	3	viseranam
2	Buvanatrayasya	g. sg. n.	Buvanatrayasya	3	rartisambanxah	3	rartisambanxah
3	praBuH	nom. sg. m.	praBuH	4	karwa	5	karma
4	buBUzuH	nom. sg. n.	buBUzuH	9	viseranam	5	karma
5	atirAgAt	abl. sg. m.	atirAgAt	8	apaxanam	8	apaxanam
6	daSamaM	nom. sg. n.	daSamaM	7	viseranam	7	viseranam
7	SiraH	nom. sg. n.	SiraH	8	karma	8	karma
8	cikartizuH	pp. . sg. 1	cikartizuH	9	viseranam	21	samucciwam
9	izwasAhasaH	nom. sg. m.	izwasAhasaH	15	karwa	15	karwa
10	icCAsadfSaM	acc. sg. n.	icCAsadfSaM	15	karma	13	viseranam
11	pinAkinaH	g. sg. m.	pinAkinaH	3	rartisambanxah	13	rartisambanxah
12	prasAdaM	acc. sg. m.	prasAdaM	13	viseranam	13	viseranam
13	viGnam	acc. sg. m.	viGnam	14	prawiyogi	14	prawiyogi
14	iva	conj.	iva	10	anuyogi	15	anuyogi
15	atarkayat	impft . ac. sg. 3	atarkayat	21	samucciwam	21	samucciwam
16	saH	nom. sg. m.	saH	17	viseranam	17	viseranam
17	rAvaRaH	nom. sg. m.	rAvaRaH	18	prawiyogi	18	prawiyogi
18	nAma	conj.	nAma	19	anuyogi	19	anuyogi
19	rakzaH	nom. sg. n.	rakzaH	20	karwa	20	karwa
20	baBUva	pft. ac. sg. 3	baBUva	21	samucciwam	21	samucciwam
21	ca	conj.	ca	0	root	0	root

1	<_UNK>	acc. sg. f.	<_UNK>	2	karma	2	karma
2	daDAnaH	<_UNK>	daDAnaH	21	bavalakranasapwami_samanakalah	21	bavalakranasapwami_samanakalah
3	yaH	nom. sg. m.	yaH	19	sambanxah	12	karwa
4	kevalaM	ind.	kevalaM	5	sambanxah	5	sambanxah
5	<_UNK>	i. sg. f.	<_UNK>	12	karanam	12	karanam
6	murAreH	g. sg. m.	murAreH	7	rartisambanxah	7	rartisambanxah
7	nandakaH	nom. sg. m.	nandakaH	12	karwa	12	karwa
8	na	ind.	na	12	sambanxah	12	sambanxah
9	kintu	ind.	kintu	12	sambanxah	12	sambanxah
10	<_UNK>	g. pl. m.	<_UNK>	11	rartisambanxah	11	rartisambanxah
11	<_UNK>	ind.	<_UNK>	12	kriyaviseranam	12	viseranam
12	<_UNK>	<_UNK>	<_UNK>	21	bavalakranasapwami_samanakalah	21	bavalakranasapwami_samanakalah
13	satA	<_UNK>	satA	12	viseranam	12	sambanxah
14	nAmnA	i. sg. n.	nAmnA	18	hewuh	18	hewuh
15	api	ind.	api	14	sambanxah	14	sambanxah
16	tasya	g. sg. m.	tasya	18	rartisambanxah	18	rartisambanxah
17	eva	ind.	eva	16	sambanxah	16	sambanxah
18	nandakaH	nom. sg. m.	nandakaH	21	karwqsamanaxikaranam	21	karwqsamanaxikaranam
19	saH	nom. sg. m.	saH	20	viseranam	20	viseranam
20	nandakaH	nom. sg. m.	nandakaH	21	karwa	21	karwa
21	aBUt	<_UNK>	aBUt	0	root	0	root

1	<_UNK>	nom. pl. f.	<_UNK>	3	karwa	3	karwa
2	<_UNK>	acc. sg. m.	<_UNK>	3	karma	3	karma
3	<_UNK>	<_UNK>	<_UNK>	5	viseranam	5	viseranam
4	tAH	acc. pl. f.	tAH	5	viseranam	5	viseranam
5	<_UNK>	acc. pl. f.	<_UNK>	6	karma	6	karma
6	avekzya	abs.	avekzya	10	purvakalah	10	purvakalah
7	<_UNK>	nom. pl. f.	<_UNK>	8	rartisambanxah	8	rartisambanxah
8	<_UNK>	pp.	<_UNK>	10	karma	10	karma
9	na	ind.	na	10	sambanxah	10	sambanxah
10	vidaDire	<_UNK>	vidaDire	0	root	0	root
11	taTAhi	ind.	taTAhi	22	sambanxah	22	sambanxah
12	apareRa	i. sg. m.	apareRa	13	karwa	13	karwa
13	<_UNK>	pp.	<_UNK>	14	viseranam	14	viseranam
14	<_UNK>	acc. sg. m.	<_UNK>	15	karma	15	karma
15	budDvA	abs.	budDvA	22	purvakalah	22	purvakalah
16	vA	ind.	vA	15	sambanxah	15	sambanxah
17	kaH	nom. sg. m.	kaH	19	viseranam	19	viseranam
18	eva	ind.	eva	16	sambanxah	17	sambanxah
19	<_UNK>	nom. sg. m.	<_UNK>	22	karwa	22	karwa
20	san	<_UNK>	san	19	viseranam	22	bavalakranasapwami_samanakalah
21	kAmam	acc. sg. m.	kAmam	22	karma	22	karma
22	<_UNK>	<_UNK>	<_UNK>	0	root	0	root

1	tftIyadine	loc. sg. n.	tftIyadine	19	axikaranam	2	viseranam
2	rAjA	nom. sg. m.	rAjA	19	karwa	19	karwa
3	punaH	adv.	punaH	7	kriyaviseranam	7	sambanxah
4	tam	acc. sg. m.	tam	5	viseranam	5	viseranam
5	yuvakam	acc. sg. n.	yuvakam	7	karma	7	karma
6	saBAyAm	loc. sg. f.	saBAyAm	19	axikaranam	7	axikaranam
7	AkArya	ca. abs.	AkArya	19	purvakalah	19	purvakalah
8	tataH	abl. pl. n.	tataH	12	apaxanam	9	apaxanam
9	pUrvagItAm	pp.	pUrvagItAm	12	viseranam	19	bavalakranasapwami_samanakalah
10	eva	prep.	eva	9	sambanxah	9	sambanxah
11	gItim	acc. sg. f.	gItim	12	karma	12	karma
12	SrutvA	abs.	SrutvA	19	purvakalah	19	purvakalah
13	punaH	adv.	punaH	19	kriyaviseranam	19	kriyaviseranam
14	api	conj.	api	13	sambanxah	9	sambanxah
15	tat	acc. sg. n.	tat	17	viseranam	19	karma
16	eva	prep.	eva	15	sambanxah	15	sambanxah
17	Palam	acc. sg. n.	Palam	19	karma	19	karma
18	tasmE	dat. sg. n.	tasmE	19	sampraxanam	19	sampraxanam
19	dattavAn	pp.	dattavAn	0	root	0	root

1	<_UNK>	acc. sg. m.	<_UNK>	6	karwa	6	karwa
2	<_UNK>	g. pl. m.	<_UNK>	3	rartisambanxah	3	rartisambanxah
3	<_UNK>	loc. sg. n.	<_UNK>	6	axikaranam	6	axikaranam
4	api	ind.	api	3	sambanxah	3	sambanxah
5	<_UNK>	acc. sg. f.	<_UNK>	6	karma	6	karma
6	<_UNK>	<_UNK>	<_UNK>	0	root	7	viseranam
7	<_UNK>	nom. sg. n.	<_UNK>	10	karwa	10	karwa
8	samprati	ind.	samprati	10	kriyaviseranam	10	viseranam
9	<_UNK>	acc. sg. n.	<_UNK>	10	karma	10	karma
10	harati	<_UNK>	harati	0	root	19	purvakalah
11	<_UNK>	nom. sg. n.	<_UNK>	15	karwa	10	karma
12	<_UNK>	<_UNK>	<_UNK>	13	viseranam	13	viseranam
13	<_UNK>	g. sg. n.	<_UNK>	14	rartisambanxah	14	rartisambanxah
14	hetuH	nom. sg. m.	hetuH	15	karwqsamanaxikaranam	15	karwqsamanaxikaranam
15	Bavati	pr. [1] ac. sg. 3	Bavati	0	root	17	viseranam
16	<_UNK>	nom. sg. n.	<_UNK>	19	karma	19	karma
17	<_UNK>	i. pl. n.	<_UNK>	19	karwa	19	karwa
18	SuBEH	i. pl. n.	SuBEH	17	viseranam	17	viseranam
19	kftam	pp.	kftam	0	root	0	root

1	vayasya	voc. sg. m.	vayasya	2	prawiyogi	2	prawiyogi
2	iti	conj.	iti	3	anuyogi	3	anuyogi
3	drutapadaM	acc. sg. n.	drutapadaM	5	karma	5	karma
4	mA	conj.	mA	5	sambanxah	5	sambanxah
5	yAsIH	impft. ac. sg. 2	yAsIH	19	samucciwam	19	samucciwam
6	nanu	conj.	nanu	7	sambanxah	9	sambanxah
7	anuyAntIM	acc. sg. f.	anuyAntIM	8	viseranam	8	viseranam
8	sutanuM	acc. sg. f.	sutanuM	9	karma	9	karma
9	paripAlaya	imp. ac. sg. 2	paripAlaya	19	samucciwam	19	samucciwam
10	hi	conj.	hi	9	sambanxah	9	sambanxah
11	etadIyastanajaGanodvahane	loc. sg. m.	etadIyastanajaGanodvahane	16	axikaranam	16	karwa
12	tava	g. sg. n.	tava	13	rartisambanxah	13	rartisambanxah
13	cetaH	nom. sg. n.	cetaH	17	karma	16	karma
14	api	conj.	api	13	sambanxah	13	sambanxah
15	na	conj.	na	16	sambanxah	16	sambanxah
16	viditaKedam	acc. sg. m.	viditaKedam	17	prawiyogi	17	prawiyogi
17	iti	conj.	iti	18	anuyogi	9	sambanxah
18	na	conj.	na	19	sambanxah	16	sambanxah
19	ca	conj.	ca	0	root	0	root

1	rAjA	nom. sg. m.	rAjA	4	karwa	11	karwa
2	devImuKena	i. sg. n.	devImuKena	4	karwa	3	viseranam
3	duhitaram	acc. sg. f.	duhitaram	4	karma	4	karma
4	uvAca	pft. ac. sg. 3	uvAca	19	samucciwam	19	samucciwam
5	putri	voc. sg. n.	putri	11	samboxyah	11	samboxyah
6	tvayi	loc. sg. *	tvayi	8	karwa	11	axikaranam
7	duhitari	loc. sg. m.	duhitari	8	karwqsamanaxikaranam	11	axikaranam
8	sTitAyAm	ppr.	sTitAyAm	11	bavalakranasapwami_samanakalah	11	purvakalah
9	kim	ind.	kim	11	sambanxah	11	sambanxah
10	evam	adv.	evam	11	karma	11	kriyaviseranam
11	yujyate	pr. ps. sg. 3	yujyate	19	samucciwam	19	samucciwam
12	yat	conj.	yat	10	anuyogi	11	sambanxah
13	sarve	nom. pl. m.	sarve	14	viseranam	14	viseranam
14	pArTivAH	nom. pl. m.	pArTivAH	18	karwa	18	karwa
15	mayA	i. sg. *	mayA	16	prawiyogi	16	prawiyogi
16	saha	adv.	saha	14	anuyogi	14	anuyogi
17	vigraham	acc. sg. m.	vigraham	18	karma	18	karma
18	kuryuH	opt. [8] ac. pl. 3	kuryuH	12	prawiyogi	19	samucciwam
19	ca	conj.	ca	0	root	0	root

1	asO	nom. sg. m.	asO	20	karwa	20	karwa
2	gurvIH	acc. pl. f.	gurvIH	3	viseranam	3	viseranam
3	dfzadaH	acc. pl. f.	dfzadaH	6	upapaxasambanxah	5	upapaxasambanxah
4	upari	conj.	upari	5	sambanxah	5	viseranam
5	upari	conj.	upari	8	axikaranam	6	axikaranam
6	samantAt	conj.	samantAt	8	axikaranam	8	purvakalah
7	ajasram	conj.	ajasram	8	kriyaviseranam	8	kriyaviseranam
8	unnamadBiH	inst. pl. m.	unnamadBiH	20	bavalakranasapwami_samanakalah	20	bavalakranasapwami_samanakalah
9	ambumucAM	g. pl. m.	ambumucAM	10	rartisambanxah	10	rartisambanxah
10	vitAnEH	nom. sg. n.	vitAnEH	15	karanam	13	hewuh
11	divasasya	g. sg. m.	divasasya	12	rartisambanxah	12	viseranam
12	BartuH	g. sg. m.	BartuH	13	rartisambanxah	13	rartisambanxah
13	mArgaM	acc. sg. m.	mArgaM	15	karma	20	karma
14	punaH	conj.	punaH	15	kriyaviseranam	15	kriyaviseranam
15	rodDuM	inf.	rodDuM	20	prayojanam	20	prayojanam
16	vinDyAyamAnam	acc. sg. m.	vinDyAyamAnam	17	prawiyogi	17	prawiyogi
17	iva	conj.	iva	19	anuyogi	19	anuyogi
18	giriM	acc. sg. m.	giriM	19	viseranam	19	viseranam
19	rEvatakaM	acc. sg. m.	rEvatakaM	20	karma	20	karma
20	dadarSa	pft. ac. sg. 1	dadarSa	0	root	0	root

1	iha	ind.	iha	19	axikaranam	19	axikaranam
2	asya	g. sg. m.	asya	3	rartisambanxah	3	rartisambanxah
3	<_UNK>	nom. sg. m.	<_UNK>	6	karma	6	karma
4	sadA	ind.	sadA	6	axikaranam	6	axikaranam
5	puzpEH	i. pl. n.	puzpEH	6	karwa	6	karwa
6	<_UNK>	nom. sg. m.	<_UNK>	8	viseranam	8	viseranam
7	ayam	nom. sg. m.	ayam	8	viseranam	8	viseranam
8	<_UNK>	nom. sg. m.	<_UNK>	12	karma	12	karma
9	<_UNK>	i. sg. m.	<_UNK>	11	viseranam	8	viseranam
10	yena	i. sg. m.	yena	11	viseranam	11	viseranam
11	<_UNK>	i. sg. m.	<_UNK>	12	karwa	12	karma
12	<_UNK>	pp.	<_UNK>	0	root	19	bavalakranasapwami_samanakalah
13	tena	i. sg. m.	tena	14	karwa	14	karwa
14	<_UNK>	pp.	<_UNK>	16	viseranam	16	viseranam
15	asO	nom. sg. m.	asO	16	viseranam	16	viseranam
16	<_UNK>	nom. sg. m.	<_UNK>	19	karwa	19	karwa
17	<_UNK>	acc. pl. n.	<_UNK>	18	viseranam	18	viseranam
18	<_UNK>	acc. pl. n.	<_UNK>	19	karma	19	karma
19	<_UNK>	pr. [6] ac. sg. 3	<_UNK>	0	root	0	root

1	iha	conj.	iha	20	axikaranam	20	axikaranam
2	puraH	conj.	puraH	12	viseranam	17	axikaranam
3	varRena	inst. sg. m.	varRena	12	karanam	5	viseranam
4	agneH	g. sg. m.	agneH	5	rartisambanxah	5	upapaxasambanxah
5	sadfSi	loc. sg. m.	sadfSi	8	viseranam	11	viseranam
6	sOvarRe	loc. sg. m.	sOvarRe	8	viseranam	7	viseranam
7	tawe	loc. sg. m.	tawe	8	viseranam	17	axikaranam
8	kusumasamUhe	loc. sg. m.	kusumasamUhe	12	axikaranam	10	viseranam
9	lInAm	acc. sg. f.	lInAm	11	viseranam	10	viseranam
10	alInAm	g. pl. m.	alInAm	11	rartisambanxah	11	rartisambanxah
11	AlIM	acc. sg. f.	AlIM	12	karma	17	karma
12	biBrARAH	nom. pl. m.	biBrARAH	17	bavalakranasapwami_samanakalah	15	viseranam
13	SyAmIBUtAH	nom. pl. m.	SyAmIBUtAH	15	viseranam	15	viseranam
14	amI	nom. pl. m.	amI	15	viseranam	15	viseranam
15	taravaH	nom. pl. m.	taravaH	17	karwa	16	viseranam
16	DUmAkAraM	acc. sg. m.	DUmAkAraM	17	karma	17	karma
17	daDati	pr. ac. pl. 3	daDati	18	prawiyogi	18	prawiyogi
18	iti	conj.	iti	19	anuyogi	20	anuyogi
19	evaM	conj.	evaM	20	sambanxah	20	sambanxah
20	paSya	imp. ac. sg. 2	paSya	0	root	0	root

1	SriyaH	nom. pl. f.	SriyaH	10	karwa	10	karwa
2	yataH	ind.	yataH	7	sambanxah	7	sambanxah
3	diSAm	g. pl. f.	diSAm	4	rartisambanxah	4	rartisambanxah
4	<_UNK>	acc. pl. m.	<_UNK>	6	viseranam	6	viseranam
5	caturaH	acc. pl. m.	caturaH	7	viseranam	7	viseranam
6	<_UNK>	acc. pl. m.	<_UNK>	7	karma	7	karma
7	apAsya	abs.	apAsya	10	purvakalah	10	purvakalah
8	taM	acc. sg. m.	taM	10	karma	9	karma
9	<_UNK>	pp.	<_UNK>	10	karwa	10	purvakalah
10	<_UNK>	pft. md. pl. 3	<_UNK>	0	root	11	prawiyogi
11	tataH	ind.	tataH	12	sambanxah	12	sambanxah
12	<_UNK>	abs.	<_UNK>	19	purvakalah	19	purvakalah
13	<_UNK>	acc. sg. m.	<_UNK>	18	viseranam	15	viseranam
14	<_UNK>	nom. pl. f.	<_UNK>	15	viseranam	15	viseranam
15	SriyaH	nom. pl. f.	SriyaH	16	prawiyogi	16	prawiyogi
16	iti	ind.	iti	17	anuyogi	17	anuyogi
17	uccEH	ind.	uccEH	18	viseranam	18	viseranam
18	<_UNK>	acc. sg. m.	<_UNK>	19	karma	19	karma
19	<_UNK>	pft. ac. pl. 3	<_UNK>	0	root	0	root

1	tat	acc. sg. n.	tat	2	viseranam	3	karma
2	evam	adv.	evam	3	karma	3	kriyaviseranam
3	avasTite	pp.	avasTite	20	purvakalah	8	samucciwam
4	yat	nom. sg. n.	yat	20	karwa	3	sambanxah
5	atra	loc. sg. m.	atra	6	axikaranam	17	axikaranam
6	avasaraprAptam	nom. sg. n.	avasaraprAptam	19	samucciwam	10	viseranam
7	IdfSasya	g. sg. n.	IdfSasya	9	viseranam	11	samucciwam
8	ca	conj.	ca	6	sambanxah	17	karwa
9	anurAgasya	g. sg. m.	anurAgasya	6	rartisambanxah	10	rartisambanxah
10	asmadAgamanasya	g. sg. n.	asmadAgamanasya	12	rartisambanxah	11	samucciwam
11	ca	conj.	ca	12	sambanxah	17	karwa
12	anurUpam	nom. sg. n.	anurUpam	19	samucciwam	13	sambanxah
13	AtmanaH	g. sg. *	AtmanaH	15	rartisambanxah	11	samucciwam
14	vA	conj.	vA	15	sambanxah	13	sambanxah
15	samucitam	nom. sg. n.	samucitam	19	samucciwam	17	karma
16	tatra	loc. sg. m.	tatra	17	axikaranam	17	axikaranam
17	praBavati	pr. [1] ac. sg. 3	praBavati	21	samucciwam	21	samucciwam
18	BavatI	nom. du. n.	BavatI	17	karwa	20	karwa
19	ca	conj.	ca	4	viseranam	20	karwa
20	asti	pr. [2] ac. sg. 3	asti	21	samucciwam	21	samucciwam
21	ca	conj.	ca	0	root	0	root

1	ezaH	nom. sg. m.	ezaH	19	karwa	2	viseranam
2	SreyAn	nom. sg. m.	SreyAn	3	viseranam	3	viseranam
3	dvijAtiH	nom. sg. m.	dvijAtiH	4	prawiyogi	4	prawiyogi
4	iva	ind.	iva	1	anuyogi	5	anuyogi
5	AgamaparEH	i. pl. m.	AgamaparEH	6	viseranam	6	viseranam
6	vidvadBiH	i. pl. m.	vidvadBiH	8	karwa	8	karanam
7	kaTaYcit	ind.	kaTaYcit	8	kriyaviseranam	8	kriyaviseranam
8	vivftam	pp.	vivftam	0	root	19	bavalakranasapwami_samanakalah
9	aniScitaDIBiH	i. pl. m.	aniScitaDIBiH	10	viseranam	10	viseranam
10	anyEH	i. pl. m.	anyEH	11	karwa	11	karma
11	SrutvA	abs.	SrutvA	15	purvakalah	19	purvakalah
12	api	ind.	api	11	sambanxah	11	sambanxah
13	durgraham	acc. sg. m.	durgraham	18	viseranam	19	karwa
14	aGAni	acc. pl. n.	aGAni	15	karma	15	karma
15	hantuM	inf.	hantuM	19	prayojanam	19	prayojanam
16	dakzaM	acc. sg. m.	dakzaM	18	viseranam	18	viseranam
17	gUQArTaM	acc. sg. m.	gUQArTaM	18	viseranam	18	viseranam
18	<_UNK>	acc. sg. m.	<_UNK>	19	karma	19	karma
19	biBarti	pr. [3] ac. sg. 3	biBarti	0	root	0	root

1	ye	nom. pl. m.	ye	2	viseranam	2	viseranam
2	naraH	nom. pl. m.	naraH	7	karwa	7	karwa
3	sAmarze	loc. sg. m.	sAmarze	4	viseranam	6	axikaranam
4	arO	loc. sg. m.	arO	6	axikaranam	6	axikaranam
5	vEraM	acc. sg. n.	vEraM	6	karma	6	karma
6	viDAya	abs.	viDAya	7	purvakalah	7	purvakalah
7	udAsate	pr. md. pl. 3	udAsate	14	samucciwam	14	samucciwam
8	te	nom. pl. m.	te	13	karwa	13	karwa
9	kakze	loc. sg. m.	kakze	11	axikaranam	11	axikaranam
10	udarcizaM	acc. sg. m.	udarcizaM	11	karma	11	karma
11	prakzipya	abs.	prakzipya	13	purvakalah	12	purvakalah
12	aBimArutaM	conj.	aBimArutaM	13	karma	13	sambanxah
13	Serate	pr. md. pl. 3	Serate	14	samucciwam	14	samucciwam
14	ca	conj.	ca	0	root	0	root

1	sahasrasaNKyEH	i. pl. n.	sahasrasaNKyEH	2	viseranam	2	viseranam
2	SiroBiH	i. pl. n.	SiroBiH	4	karanam	4	karanam
3	gaganaM	acc. sg. n.	gaganaM	4	karma	4	karma
4	vyApya	abs.	vyApya	9	purvakalah	9	purvakalah
5	sahasrasaNKyEH	i. pl. n.	sahasrasaNKyEH	6	viseranam	6	viseranam
6	pAdEH	i. pl. m.	pAdEH	8	karanam	8	karanam
7	BuvaM	acc. sg. f.	BuvaM	8	karma	8	karma
8	vyApya	abs.	vyApya	9	purvakalah	9	purvakalah
9	<_UNK>	<_UNK>	<_UNK>	17	bavalakranasapwami_samanakalah	17	bavalakranasapwami_samanakalah
10	<_UNK>	acc. sg. m.	<_UNK>	12	viseranam	12	viseranam
11	sADu	ind.	sADu	17	kriyaviseranam	17	viseranam
12	<_UNK>	acc. sg. m.	<_UNK>	13	prawiyogi	13	prawiyogi
13	iva	ind.	iva	16	anuyogi	16	anuyogi
14	asO	nom. sg. m.	asO	17	karwa	17	karwa
15	giriM	acc. sg. m.	giriM	16	viseranam	16	viseranam
16	rEvatakaM	acc. sg. m.	rEvatakaM	17	karma	17	karma
17	dadarSa	pft. ac. sg. 3	dadarSa	0	root	0	root

1	idam	acc. sg. n.	idam	6	samucciwam	2	viseranam
2	pavitram	acc. sg. n.	pavitram	6	samucciwam	5	karma
3	pApaGnam	acc. sg. m.	pApaGnam	6	samucciwam	5	karma
4	puRyam	acc. sg. m.	puRyam	6	samucciwam	5	karma
5	vedE	imp. [2] md. sg. 1	vedE	7	upapaxasambanxah	14	samucciwam
6	ca	conj.	ca	8	viseranam	5	sambanxah
7	sammitam	acc. sg. n.	sammitam	6	samucciwam	8	viseranam
8	rAmacaritam	acc. sg. n.	rAmacaritam	10	karma	10	karma
9	yaH	nom. sg. m.	yaH	10	karwa	10	karwa
10	paWet	opt. [1] ac. sg. 3	paWet	14	samucciwam	14	samucciwam
11	sarvapApEH	abl. pl. m.	sarvapApEH	12	apaxanam	12	karwa
12	pramucyate	pr. ps. sg. 3	pramucyate	14	samucciwam	14	samucciwam
13	saH	nom. sg. m.	saH	12	karwa	12	karwa
14	ca	conj.	ca	0	root	0	root

1	<_UNK>	i. pl. n.	<_UNK>	2	viseranam	2	viseranam
2	<_UNK>	i. pl. n.	<_UNK>	3	upapaxasambanxah	3	upapaxasambanxah
3	<_UNK>	ind.	<_UNK>	5	sambanxah	5	axikaranam
4	kaTaYcit	ind.	kaTaYcit	5	kriyaviseranam	5	kriyaviseranam
5	<_UNK>	pp.	<_UNK>	7	viseranam	7	viseranam
6	<_UNK>	acc. sg. n.	<_UNK>	7	viseranam	7	viseranam
7	<_UNK>	acc. sg. n.	<_UNK>	9	karma	9	karma
8	<_UNK>	nom. sg. m.	<_UNK>	9	karwa	9	karwa
9	nirjagAra	pft. ac. sg. 3	nirjagAra	0	root	17	purvakalah
10	purA	ind.	purA	12	axikaranam	12	axikaranam
11	<_UNK>	i. pl. m.	<_UNK>	12	karwa	12	karwa
12	<_UNK>	pp.	<_UNK>	13	viseranam	13	viseranam
13	<_UNK>	acc. sg. m.	<_UNK>	17	karma	17	karma
14	<_UNK>	nom. sg. m.	<_UNK>	15	prawiyogi	15	prawiyogi
15	iva	ind.	iva	8	anuyogi	17	anuyogi
16	sapadi	ind.	sapadi	17	kriyaviseranam	17	kriyaviseranam
17	<_UNK>	pft. ac. sg. 3	<_UNK>	0	root	0	root

1	tatra	loc. sg. m.	tatra	5	axikaranam	5	axikaranam
2	vanasTaH	nom. sg. m.	vanasTaH	3	viseranam	5	karwa
3	suhft	nom. sg. m.	suhft	5	karwa	5	hewuh
4	api	prep.	api	3	sambanxah	3	sambanxah
5	vicArayati	ca. pr. ac. sg. 3	vicArayati	7	prawiyogi	7	prawiyogi
6	sma	part.	sma	5	sambanxah	5	sambanxah
7	yat	acc. sg. n.	yat	8	anuyogi	8	anuyogi
8	aham	nom. sg. *	aham	15	karwa	15	karwa
9	tam	acc. sg. m.	tam	10	karma	10	karma
10	mArayitvA	ca. abs.	mArayitvA	15	purvakalah	15	purvakalah
11	asya	g. sg. n.	asya	12	viseranam	12	viseranam
12	kalaSasya	g. sg. m.	kalaSasya	14	rartisambanxah	14	rartisambanxah
13	ekAkI	nom. sg. m.	ekAkI	14	viseranam	14	viseranam
14	svAmI	nom. sg. m.	svAmI	15	karwa	15	karwa
15	BavizyAmi	fut. ac. sg. 1	BavizyAmi	0	root	0	root

1	iha	conj.	iha	15	axikaranam	15	axikaranam
2	samADiBftaH	nom. sg. m.	samADiBftaH	4	viseranam	15	karwa
3	mEtryAdicittaparikarmavidaH	nom. sg. m.	mEtryAdicittaparikarmavidaH	5	karwa	5	karwa
4	kleSaprahARaM	acc. sg. n.	kleSaprahARaM	5	karma	5	karma
5	viDAya	abs.	viDAya	15	purvakalah	15	purvakalah
6	labDasabIjayogAH	nom. pl. m.	labDasabIjayogAH	15	karwa	8	karwa
7	santaH	nom. pl. m.	santaH	6	viseranam	8	viseranam
8	sattvapuruzaanyatayA	inst. sg. f.	sattvapuruzaanyatayA	9	hewuh	10	samucciwam
9	KyAtiM	acc. sg. f.	KyAtiM	11	karma	11	karma
10	ca	conj.	ca	11	sambanxah	15	sambanxah
11	aDigamya	abs.	aDigamya	15	purvakalah	15	purvakalah
